resto_id,resto_name,url,kota,rating,preferred,opening_id
157,raffel s sandwich kota kasablanka,https://food.grab.com/id/id/restaurant/raffel-s-sandwich-kota-kasablanka-delivery/6-CZKZRPWVGLJZUA?,Jakarta,4.6,1,50.0
158,mad bagel tebet,https://food.grab.com/id/id/restaurant/mad-bagel-tebet-delivery/6-C26HN4DTR22XR2?,Jakarta,4.8,1,10.0
159,hotdog boy cempaka putih,https://food.grab.com/id/id/restaurant/hotdog-boy-cempaka-putih-delivery/6-C22VJYKTEKMWAN?,Jakarta,4.3,1,51.0
160,karas la cucina cab gm petojo utara,https://food.grab.com/id/id/restaurant/karas-la-cucina-cab-gm-petojo-utara-delivery/6-C2UBRVJHPF5ETN?,Jakarta,,1,2.0
161,hitam putih ribs n steak bendungan hilir,https://food.grab.com/id/id/restaurant/hitam-putih-ribs-n-steak-bendungan-hilir-delivery/6-C3EJT3LYG3EXNT?,Jakarta,,1,2.0
162,sirlo steak kebon baru,https://food.grab.com/id/id/restaurant/sirlo-steak-kebon-baru-delivery/6-C2BHKF63BGNHJN?,Jakarta,4.5,1,2.0
163,paloma bistro des indes hotel,https://food.grab.com/id/id/restaurant/paloma-bistro-des-indes-hotel-delivery/6-C2KTFAVDJLDBVX?,Jakarta,,1,39.0
164,quiznos sub rawamangun,https://food.grab.com/id/id/restaurant/quiznos-sub-rawamangun-delivery/6-CZC2FBKHEPCBEX?,Jakarta,4.8,1,39.0
165,biang burger rawasari,https://food.grab.com/id/id/restaurant/biang-burger-rawasari-delivery/6-CYU3LT33JUJUNA?,Jakarta,4.3,1,9.0
166,chopchop bendungan hilir,https://food.grab.com/id/id/restaurant/chopchop-bendungan-hilir-delivery/6-C2KKC2DBVFBTA6?,Jakarta,,1,2.0
167,dapoer kite utan kayu utara,https://food.grab.com/id/id/restaurant/dapoer-kite-utan-kayu-utara-delivery/6-C2WTGN2TFCBHR6?,Jakarta,4.7,1,52.0
168,hakuna matata jakarta cijantung,https://food.grab.com/id/id/restaurant/hakuna-matata-jakarta-cijantung-delivery/6-C2A3VPT2V3EUVX?,Jakarta,4.8,1,53.0
169,supergrain central park,https://food.grab.com/id/id/restaurant/supergrain-central-park-delivery/6-C2KBTACEKALKLT?,Jakarta,4.7,1,54.0
170,lime light family karaoke tanjung duren utara,https://food.grab.com/id/id/restaurant/lime-light-family-karaoke-tanjung-duren-utara-delivery/6-CZNDJA41GA4DCE?,Jakarta,4.0,1,55.0
171,kebab kedai azka karet,https://food.grab.com/id/id/restaurant/kebab-kedai-azka-karet-delivery/6-CZNFC8KATXM1EN?,Jakarta,4.3,1,16.0
172,floret cafe patisserie bukit duri,https://food.grab.com/id/id/restaurant/floret-cafe-patisserie-bukit-duri-delivery/6-CZEUT4BKVT5TVX?,Jakarta,4.3,1,56.0
173,sundaybestid grogol utara,https://food.grab.com/id/id/restaurant/sundaybestid-grogol-utara-delivery/6-CZNYJZMVCGEJN6?,Jakarta,4.2,1,2.0
174,pan flip supermall karawaci,https://food.grab.com/id/id/restaurant/pan-flip-supermall-karawaci-delivery/IDGFSTI00002cmn?,Jakarta,4.8,1,15.0
175,burger mbeleber pisangan baru,https://food.grab.com/id/id/restaurant/burger-mbeleber-pisangan-baru-delivery/6-C2E2LEXVGFXJN6?,Jakarta,,1,9.0
176,fogo brazilian bbq intiland intiland tower,https://food.grab.com/id/id/restaurant/fogo-brazilian-bbq-intiland-intiland-tower-delivery/6-CY2TLZKXL8J3FE?,Jakarta,4.4,1,2.0
177,magal %EB%A7%88%ED%8F%AC%EA%B0%88%EB%A7%A4%EA%B8%B0 selong,https://food.grab.com/id/id/restaurant/magal-%EB%A7%88%ED%8F%AC%EA%B0%88%EB%A7%A4%EA%B8%B0-selong-delivery/6-C2AJSGKZV2AWVX?,Jakarta,4.7,1,46.0
178,metropolitan coffee shop karet kuningan,https://food.grab.com/id/id/restaurant/metropolitan-coffee-shop-karet-kuningan-delivery/6-C2CXDA2EGPMGE2?,Jakarta,4.8,1,2.0
179,kokokopi bungur,https://food.grab.com/id/id/restaurant/kokokopi-bungur-delivery/6-CZNHTE53CN6BAT?,Jakarta,5.0,1,57.0
180,stacksite express graha antero,https://food.grab.com/id/id/restaurant/stacksite-express-graha-antero-delivery/6-CZNHTF23E4NHJJ?,Jakarta,,0,2.0
181,tasti id duri kepa,https://food.grab.com/id/id/restaurant/tasti-id-duri-kepa-delivery/6-C2TCUAEYPGNUVJ?,Jakarta,,1,2.0
182,the meat mob sunter agung,https://food.grab.com/id/id/restaurant/the-meat-mob-sunter-agung-delivery/6-C3B3RB31TB4GA2?,Jakarta,4.7,1,2.0
183,vanes kitchen mall grand itc permata hijau,https://food.grab.com/id/id/restaurant/vanes-kitchen-mall-grand-itc-permata-hijau-delivery/6-C2BUTA2WKA3DNX?,Jakarta,4.6,1,2.0
184,baby face planets pluit pluit,https://food.grab.com/id/id/restaurant/baby-face-planets-pluit-pluit-delivery/6-C3BTC7WZE23DRN?,Jakarta,5.0,1,2.0
185,the rollingsteaks perigi lama,https://food.grab.com/id/id/restaurant/the-rollingsteaks-perigi-lama-delivery/6-C3EFJKXZRB6ETT?,Jakarta,4.6,1,2.0
186,ayam geprek arsyi menteng,https://food.grab.com/id/id/restaurant/ayam-geprek-arsyi-menteng-delivery/6-CZNHRUEWJ6LUN6?,Jakarta,4.3,1,32.0
187,box in jati padang,https://food.grab.com/id/id/restaurant/box-in-jati-padang-delivery/6-CZLWCTWVNJV2L6?,Jakarta,4.6,1,9.0
188,cutt grill rawa barat,https://food.grab.com/id/id/restaurant/cutt-grill-rawa-barat-delivery/6-C2AKETUDCTKZRE?,Jakarta,5.0,1,9.0
189,nasi goreng foodplus sunter agung,https://food.grab.com/id/id/restaurant/nasi-goreng-foodplus-sunter-agung-delivery/6-C2WTWBN1JVKYBE?,Jakarta,3.3,1,58.0
190,lumbung bhumi kemanggisan,https://food.grab.com/id/id/restaurant/lumbung-bhumi-kemanggisan-delivery/6-CZN2GFBDJ2T3LN?,Jakarta,4.7,1,2.0
191,djangfud menteng dalam,https://food.grab.com/id/id/restaurant/djangfud-menteng-dalam-delivery/6-C2A1VNLEG362TA?,Jakarta,4.5,1,57.0
192,human burger pisangan baru,https://food.grab.com/id/id/restaurant/human-burger-pisangan-baru-delivery/6-C2CUBATZC7VAEX?,Jakarta,4.0,1,2.0
193,bakpau a satu mall of indonesia,https://food.grab.com/id/id/restaurant/bakpau-a-satu-mall-of-indonesia-delivery/6-CZKTTN4XVA4AAT?,Jakarta,4.8,1,15.0
194,segafredo zanetti espresso kota kasablanka,https://food.grab.com/id/id/restaurant/segafredo-zanetti-espresso-kota-kasablanka-delivery/6-CZLXWGNCLRNWVX?,Jakarta,4.8,1,2.0
195,benedict by the union group pacific place,https://food.grab.com/id/id/restaurant/benedict-by-the-union-group-pacific-place-delivery/IDGFSTI00003duc?,Jakarta,4.6,1,2.0
196,honu poke matcha bar healthy bintaro the lapan,https://food.grab.com/id/id/restaurant/honu-poke-matcha-bar-healthy-bintaro-the-lapan-delivery/6-C2LZJCJHTYXTHA?,Jakarta,4.7,1,59.0
197,meaters kamal muara,https://food.grab.com/id/id/restaurant/meaters-kamal-muara-delivery/6-C2BCJEJHFF2XAX?,Jakarta,4.7,1,60.0
198,nubi springhill pademangan timur,https://food.grab.com/id/id/restaurant/nubi-springhill-pademangan-timur-delivery/6-CY63KF21SAA3JN?,Jakarta,,0,2.0
199,pearl chinese restaurant jw marriott jakarta,https://food.grab.com/id/id/restaurant/pearl-chinese-restaurant-jw-marriott-jakarta-delivery/IDGFSTI0000210a?,Jakarta,,1,2.0
200,meaters steak ribs specialist tegal alur,https://food.grab.com/id/id/restaurant/meaters-steak-ribs-specialist-tegal-alur-delivery/IDGFSTI000022yc?,Jakarta,,0,2.0
201,gado gado dan lontong sayur pak madra e gambir,https://food.grab.com/id/id/restaurant/gado-gado-dan-lontong-sayur-pak-madra-e-gambir-delivery/6-C34KL3XXUBNTAA?,Jakarta,4.4,1,2.0
202,nasi kulit mak judes tanah abang,https://food.grab.com/id/id/restaurant/nasi-kulit-mak-judes-tanah-abang-delivery/6-C3DBBANXJA3XL6?,Jakarta,4.4,1,2.0
203,warung sate pak agus kebon melati,https://food.grab.com/id/id/restaurant/warung-sate-pak-agus-kebon-melati-delivery/6-CZMKLGJTSF4XGA?,Jakarta,4.7,1,32.0
204,sate dan sop iga pak imron tanah abang,https://food.grab.com/id/id/restaurant/sate-dan-sop-iga-pak-imron-tanah-abang-delivery/6-C3A1WATCEFTFAX?,Jakarta,4.6,1,61.0
205,sate ayam kambing suramad kebon sirih,https://food.grab.com/id/id/restaurant/sate-ayam-kambing-suramad-kebon-sirih-delivery/6-CZCFDFTBGCLYFA?,Jakarta,4.7,1,62.0
206,sate madura roni lapola kebon kelapa,https://food.grab.com/id/id/restaurant/sate-madura-roni-lapola-kebon-kelapa-delivery/6-C2VKETJJUFKDG6?,Jakarta,4.8,1,32.0
207,sate padang minang saiyo menteng,https://food.grab.com/id/id/restaurant/sate-padang-minang-saiyo-menteng-delivery/6-C22AJ6CGTU5ZSA?,Jakarta,4.8,1,63.0
208,ayam goreng pecel ayam go kartini,https://food.grab.com/id/id/restaurant/ayam-goreng-pecel-ayam-go-kartini-delivery/6-C22EEE2HLACXG6?,Jakarta,4.4,1,2.0
209,tongseng solo pak gendhut petojo utara,https://food.grab.com/id/id/restaurant/tongseng-solo-pak-gendhut-petojo-utara-delivery/6-CYNVBEUWR3MWA2?,Jakarta,4.6,1,2.0
210,sate ayam yudi benhil bendungan hilir,https://food.grab.com/id/id/restaurant/sate-ayam-yudi-benhil-bendungan-hilir-delivery/6-C2BKGJDVBCNWEA?,Jakarta,4.7,1,64.0
211,sate padang karisma pasar baru,https://food.grab.com/id/id/restaurant/sate-padang-karisma-pasar-baru-delivery/6-C23YET4XGJC1KE?,Jakarta,4.6,1,32.0
212,sate ayam kambing theresia cideng,https://food.grab.com/id/id/restaurant/sate-ayam-kambing-theresia-cideng-delivery/6-CZLELCNBVEJFVX?,Jakarta,4.7,1,34.0
213,sate lumayan tanah abang kebon sirih,https://food.grab.com/id/id/restaurant/sate-lumayan-tanah-abang-kebon-sirih-delivery/6-C2NTCAUVAXMUCJ?,Jakarta,5.0,1,2.0
214,sate ayam ca lutfi senen,https://food.grab.com/id/id/restaurant/sate-ayam-ca-lutfi-senen-delivery/6-C2JWUCLZTT61SA?,Jakarta,4.0,1,32.0
215,warkop 1899 st juanda kebon kelapa,https://food.grab.com/id/id/restaurant/warkop-1899-st-juanda-kebon-kelapa-delivery/6-CZKFJAJKPEB3C6?,Jakarta,4.5,1,32.0
216,sate dan sop rafka jabun kebon melati,https://food.grab.com/id/id/restaurant/sate-dan-sop-rafka-jabun-kebon-melati-delivery/6-C2L2A33YFE3UGE?,Jakarta,4.6,1,32.0
217,bebek meteor cak edo pegangsaan,https://food.grab.com/id/id/restaurant/bebek-meteor-cak-edo-pegangsaan-delivery/6-CZNHCACYREEEDE?,Jakarta,4.5,1,16.0
218,sate ayam blora petojo utara,https://food.grab.com/id/id/restaurant/sate-ayam-blora-petojo-utara-delivery/6-CYW1LFCGGZNCL2?,Jakarta,4.7,1,9.0
219,sate taican mabes madura senayan tanah abang,https://food.grab.com/id/id/restaurant/sate-taican-mabes-madura-senayan-tanah-abang-delivery/6-CY5DAF3UKE3BN6?,Jakarta,4.7,1,32.0
220,sate padang didong kebon kacang,https://food.grab.com/id/id/restaurant/sate-padang-didong-kebon-kacang-delivery/IDGFSTI0000215q?,Jakarta,4.6,1,65.0
221,serasa bali thamrin,https://food.grab.com/id/id/restaurant/serasa-bali-thamrin-delivery/6-C4AAREABGPEHKE?,Jakarta,4.9,1,2.0
222,sate nasi goreng putri minang kota bambu selatan,https://food.grab.com/id/id/restaurant/sate-nasi-goreng-putri-minang-kota-bambu-selatan-delivery/6-C2ADWFJGJ32TRA?,Jakarta,4.6,1,66.0
223,sate ahmad khas jawa timur arema tomang,https://food.grab.com/id/id/restaurant/sate-ahmad-khas-jawa-timur-arema-tomang-delivery/6-CZB1GZMUAYCVEN?,Jakarta,4.7,1,67.0
224,sate ayam pak nur suramadu kota bambu selatan,https://food.grab.com/id/id/restaurant/sate-ayam-pak-nur-suramadu-kota-bambu-selatan-delivery/6-C22XEN2YJJJDRE?,Jakarta,4.6,1,68.0
225,warung sate solo pak dodi duri pulo,https://food.grab.com/id/id/restaurant/warung-sate-solo-pak-dodi-duri-pulo-delivery/6-CZNECNAUDFXTSE?,Jakarta,4.7,1,9.0
226,sate padang salero basamo duri pulo,https://food.grab.com/id/id/restaurant/sate-padang-salero-basamo-duri-pulo-delivery/6-C2LARP5GJ2MEVN?,Jakarta,4.7,1,69.0
227,nasi jagal gondangdia kebon sirih,https://food.grab.com/id/id/restaurant/nasi-jagal-gondangdia-kebon-sirih-delivery/6-C2BHJB2CNT5CSA?,Jakarta,4.7,1,2.0
228,nasi goreng kambing h salim kebon sirih kebon sirih,https://food.grab.com/id/id/restaurant/nasi-goreng-kambing-h-salim-kebon-sirih-kebon-sirih-delivery/6-CZLGKFNYNPUWSE?,Jakarta,4.6,1,70.0
229,sate maranggi dan soto khas madura kebon melati,https://food.grab.com/id/id/restaurant/sate-maranggi-dan-soto-khas-madura-kebon-melati-delivery/6-C3NVJJBELJNYCA?,Jakarta,4.7,1,71.0
230,sate padang aji oji jl veteran2 gambir,https://food.grab.com/id/id/restaurant/sate-padang-aji-oji-jl-veteran2-gambir-delivery/6-C25HTNVHGJNYVX?,Jakarta,4.8,1,2.0
231,warung sate mas amin cabang sate dinas sosial kebon kosong,https://food.grab.com/id/id/restaurant/warung-sate-mas-amin-cabang-sate-dinas-sosial-kebon-kosong-delivery/6-C2EFEBE1CTNVTA?,Jakarta,4.6,1,48.0
232,ayam bakar pak heri kebon kacang,https://food.grab.com/id/id/restaurant/ayam-bakar-pak-heri-kebon-kacang-delivery/6-C2WZE6AHMALGT6?,Jakarta,3.9,1,45.0
233,sate ayam dan ayam bakar pak heri kebon kacang,https://food.grab.com/id/id/restaurant/sate-ayam-dan-ayam-bakar-pak-heri-kebon-kacang-delivery/6-C2UCFBB3WE5ATN?,Jakarta,3.9,1,48.0
234,sate cak ahmad maphar,https://food.grab.com/id/id/restaurant/sate-cak-ahmad-maphar-delivery/6-C2D2J32KAEJANA?,Jakarta,4.8,1,2.0
235,warung sate solo pak min kota bambu utara,https://food.grab.com/id/id/restaurant/warung-sate-solo-pak-min-kota-bambu-utara-delivery/6-CZLHUE6WJBMAAT?,Jakarta,4.4,1,57.0
236,warung sate fauzi bend hilir,https://food.grab.com/id/id/restaurant/warung-sate-fauzi-bend-hilir-delivery/6-CZMWWA33PELVC6?,Jakarta,4.2,1,65.0
237,sate taichan mbk fia petamburan,https://food.grab.com/id/id/restaurant/sate-taichan-mbk-fia-petamburan-delivery/6-C2BCKF4HGXLWCA?,Jakarta,4.5,1,2.0
238,warung sate solo pak dadi gunung sahari selatan,https://food.grab.com/id/id/restaurant/warung-sate-solo-pak-dadi-gunung-sahari-selatan-delivery/6-C3NGJUAEG8NACE?,Jakarta,5.0,1,9.0
239,ayam bakar ikan bakar warung makan mega jaya duri pulo,https://food.grab.com/id/id/restaurant/ayam-bakar-ikan-bakar-warung-makan-mega-jaya-duri-pulo-delivery/6-CYV3LKA1LBMYC6?,Jakarta,4.6,1,72.0
240,sate madura pak subur cikini,https://food.grab.com/id/id/restaurant/sate-madura-pak-subur-cikini-delivery/6-C2THDE3ZUEUXDA?,Jakarta,4.8,1,4.0
241,sate ayam kambing theresia gondangdia,https://food.grab.com/id/id/restaurant/sate-ayam-kambing-theresia-gondangdia-delivery/6-C33XAK6VAKNCN2?,Jakarta,4.6,1,36.0
242,warung sate solo pak bejo tanah sereal,https://food.grab.com/id/id/restaurant/warung-sate-solo-pak-bejo-tanah-sereal-delivery/AWhL99M8LieWGVhxyJfl?,Jakarta,4.0,1,47.0
243,sate madura galaxy krukut,https://food.grab.com/id/id/restaurant/sate-madura-galaxy-krukut-delivery/6-C3EUENTDMF5KEX?,Jakarta,4.7,1,2.0
244,sate seafood senayan tanah abang,https://food.grab.com/id/id/restaurant/sate-seafood-senayan-tanah-abang-delivery/IDGFSTI000004sz?,Jakarta,4.8,1,63.0
245,sate soto sop iga bang nair mpok siti kota bambu selatan,https://food.grab.com/id/id/restaurant/sate-soto-sop-iga-bang-nair-mpok-siti-kota-bambu-selatan-delivery/6-CZLHHANCBFKVT6?,Jakarta,4.6,1,10.0
246,warung tongseng sate solo bu putri tanah abang,https://food.grab.com/id/id/restaurant/warung-tongseng-sate-solo-bu-putri-tanah-abang-delivery/IDGFSTI000005pw?,Jakarta,4.6,1,73.0
247,kuliner theresia gondangdia,https://food.grab.com/id/id/restaurant/kuliner-theresia-gondangdia-delivery/IDGFSTI00002w9f?,Jakarta,4.6,1,2.0
248,sate padang salero minang kramat,https://food.grab.com/id/id/restaurant/sate-padang-salero-minang-kramat-delivery/6-CZNJJYUCTB33LT?,Jakarta,4.6,1,32.0
249,dis is taichan kebon kacang,https://food.grab.com/id/id/restaurant/dis-is-taichan-kebon-kacang-delivery/6-CY6VPAX3NA3HCN?,Jakarta,4.6,1,74.0
250,bubur ayam parkiran gondangdia,https://food.grab.com/id/id/restaurant/bubur-ayam-parkiran-gondangdia-delivery/IDGFSTI00001siu?,Jakarta,4.6,1,75.0
251,sate ayam dan kambing madura senen,https://food.grab.com/id/id/restaurant/sate-ayam-dan-kambing-madura-senen-delivery/6-C3BTE7DUG6MKRA?,Jakarta,,1,57.0
252,warung sate solo pak yanto kramat sentiong,https://food.grab.com/id/id/restaurant/warung-sate-solo-pak-yanto-kramat-sentiong-delivery/IDGFSTI00001xth?,Jakarta,4.4,1,2.0
253,sate taichan terjoss taman sari,https://food.grab.com/id/id/restaurant/sate-taichan-terjoss-taman-sari-delivery/6-C35KLVKAJPNEGT?,Jakarta,,0,2.0
254,sate taichan bang maman sawah besar,https://food.grab.com/id/id/restaurant/sate-taichan-bang-maman-sawah-besar-delivery/6-CZKJSBEBEK3VLT?,Jakarta,4.7,1,2.0
255,tongseng sate kambing pak agus mentenng,https://food.grab.com/id/id/restaurant/tongseng-sate-kambing-pak-agus-mentenng-delivery/6-CY4VAF2WAA6ZE6?,Jakarta,4.7,1,2.0
256,ayam bakar rembiga khas lombok 818 tanah tinggi,https://food.grab.com/id/id/restaurant/ayam-bakar-rembiga-khas-lombok-818-tanah-tinggi-delivery/6-C2WZE64YEEB1V2?,Jakarta,4.6,1,27.0
257,sate madura cak hasan kebon kelapa,https://food.grab.com/id/id/restaurant/sate-madura-cak-hasan-kebon-kelapa-delivery/6-C3LFGFAEPFTUCT?,Jakarta,4.7,1,76.0
258,soto ayam selan semarang pintu air,https://food.grab.com/id/id/restaurant/soto-ayam-selan-semarang-pintu-air-delivery/IDGFSTI00000ayi?,Jakarta,4.6,1,2.0
259,sate dan ayam bakar suramadu kota bambu selatan,https://food.grab.com/id/id/restaurant/sate-dan-ayam-bakar-suramadu-kota-bambu-selatan-delivery/6-C2VVJCKZVEMUSA?,Jakarta,4.6,1,77.0
260,sate ayam pak heri asli kebon kacang,https://food.grab.com/id/id/restaurant/sate-ayam-pak-heri-asli-kebon-kacang-delivery/6-C2TYTUMDA22HJJ?,Jakarta,3.7,1,45.0
261,sate soto sop gado gado h muhamad kota bambu selatan,https://food.grab.com/id/id/restaurant/sate-soto-sop-gado-gado-h-muhamad-kota-bambu-selatan-delivery/6-C2BFN4MYCE5WLX?,Jakarta,4.6,1,2.0
262,sate kambing jaya agung kebon sirih,https://food.grab.com/id/id/restaurant/sate-kambing-jaya-agung-kebon-sirih-delivery/6-CZLYNKBKAE6KCN?,Jakarta,4.5,1,47.0
263,dis is taichan mangga besar,https://food.grab.com/id/id/restaurant/dis-is-taichan-mangga-besar-delivery/6-CY5HMA2VVJCCNE?,Jakarta,4.6,1,73.0
264,soto ayam sate kambing sate ayam kebon sirih,https://food.grab.com/id/id/restaurant/soto-ayam-sate-kambing-sate-ayam-kebon-sirih-delivery/6-C2VXABJJV7XTDE?,Jakarta,4.9,1,2.0
265,nasi goreng legend krukut,https://food.grab.com/id/id/restaurant/nasi-goreng-legend-krukut-delivery/6-C2UYRNLVHAJEBE?,Jakarta,4.8,1,31.0
266,nasi goreng sibungsu kebon sirih,https://food.grab.com/id/id/restaurant/nasi-goreng-sibungsu-kebon-sirih-delivery/6-C2BFWETBBCNDTN?,Jakarta,4.4,1,32.0
267,dimsum endut kwitang,https://food.grab.com/id/id/restaurant/dimsum-endut-kwitang-delivery/6-C22WGZBHFCLZRA?,Jakarta,4.9,1,2.0
268,chinese food 90 kemayoran,https://food.grab.com/id/id/restaurant/chinese-food-90-kemayoran-delivery/AWhbPc4Bkk5cOZVWu3fg?,Jakarta,4.3,1,78.0
269,nasi goreng seafood 24 dan chinese food halal kebon kacang,https://food.grab.com/id/id/restaurant/nasi-goreng-seafood-24-dan-chinese-food-halal-kebon-kacang-delivery/6-C2VDNLBYVXMJLT?,Jakarta,4.3,1,79.0
270,pondok sibungsu kh wahid hasyim,https://food.grab.com/id/id/restaurant/pondok-sibungsu-kh-wahid-hasyim-delivery/6-CY5WKEKGCEMGUE?,Jakarta,4.5,1,32.0
271,sego goreng merakyattt slipi,https://food.grab.com/id/id/restaurant/sego-goreng-merakyattt-slipi-delivery/6-C2LVAGBDT7CXNA?,Jakarta,4.7,1,73.0
272,siomay batagor sakaruhun karet tengsin,https://food.grab.com/id/id/restaurant/siomay-batagor-sakaruhun-karet-tengsin-delivery/6-C2K3SCJJLXTZVJ?,Jakarta,4.8,1,77.0
273,toedjoeh naga paseban,https://food.grab.com/id/id/restaurant/toedjoeh-naga-paseban-delivery/6-C3D2LPAHEXXHRA?,Jakarta,4.7,1,10.0
274,mixue mangga besar,https://food.grab.com/id/id/restaurant/mixue-mangga-besar-delivery/6-C3XDAXMAE6V2NE?,Jakarta,4.9,1,2.0
275,kwetiaw sapi 78 mangga besar mangga besar,https://food.grab.com/id/id/restaurant/kwetiaw-sapi-78-mangga-besar-mangga-besar-delivery/IDGFSTI00000wdm?,Jakarta,4.7,1,11.0
276,lim thiam kie petojo selatan,https://food.grab.com/id/id/restaurant/lim-thiam-kie-petojo-selatan-delivery/IDGFSTI00001538?,Jakarta,4.6,1,2.0
277,bakmi jempol chinese food kebon kacang,https://food.grab.com/id/id/restaurant/bakmi-jempol-chinese-food-kebon-kacang-delivery/IDGFSTI0000031k?,Jakarta,4.7,1,2.0
278,ayam goreng petojo gambir,https://food.grab.com/id/id/restaurant/ayam-goreng-petojo-gambir-delivery/IDGFSTI000004og?,Jakarta,4.7,1,2.0
279,roast pork jack john babi kriuk thamrin,https://food.grab.com/id/id/restaurant/roast-pork-jack-john-babi-kriuk-thamrin-delivery/6-C36VTA2VCATFA6?,Jakarta,4.4,1,15.0
280,demie menteng,https://food.grab.com/id/id/restaurant/demie-menteng-delivery/6-C2DWLKLTPCABVE?,Jakarta,4.8,1,16.0
281,d cost petojo gambir,https://food.grab.com/id/id/restaurant/d-cost-petojo-gambir-delivery/6-C3BVSACYGT4FGN?,Jakarta,4.7,1,15.0
282,kwetiau medan yongky tanjung duren selatan,https://food.grab.com/id/id/restaurant/kwetiau-medan-yongky-tanjung-duren-selatan-delivery/IDGFSTI00001zeh?,Jakarta,4.6,1,47.0
283,mie kwetiau seafood medan kebon melati,https://food.grab.com/id/id/restaurant/mie-kwetiau-seafood-medan-kebon-melati-delivery/6-CZMAVAMDR26DDA?,Jakarta,4.6,1,80.0
284,tung s cafe cakwe bok cui pasar baru,https://food.grab.com/id/id/restaurant/tung-s-cafe-cakwe-bok-cui-pasar-baru-delivery/IDGFSTI00000wac?,Jakarta,4.7,1,2.0
285,bakmi agoan hasyim ashari,https://food.grab.com/id/id/restaurant/bakmi-agoan-hasyim-ashari-delivery/IDGFSTI000000be?,Jakarta,,0,2.0
286,hsc hongkong style cooking grogol petamburan,https://food.grab.com/id/id/restaurant/hsc-hongkong-style-cooking-grogol-petamburan-delivery/6-CZN2ALKBGUDJN6?,Jakarta,4.8,1,2.0
287,fajar express hainan chicken mgk mall,https://food.grab.com/id/id/restaurant/fajar-express-hainan-chicken-mgk-mall-delivery/IDGFSTI0000099d?,Jakarta,4.7,1,2.0
288,rumah makan san san duri utara,https://food.grab.com/id/id/restaurant/rumah-makan-san-san-duri-utara-delivery/6-C2XBFE4ETBTYA2?,Jakarta,4.8,1,2.0
289,xiang wei chef karet,https://food.grab.com/id/id/restaurant/xiang-wei-chef-karet-delivery/6-C3EHCP6YE7B3JN?,Jakarta,3.8,1,81.0
290,bakmi naga resto mall plaza atrium,https://food.grab.com/id/id/restaurant/bakmi-naga-resto-mall-plaza-atrium-delivery/IDGFSTI000025m6?,Jakarta,4.5,1,2.0
291,pondok raos setiabudi,https://food.grab.com/id/id/restaurant/pondok-raos-setiabudi-delivery/IDGFSTI00002yb4?,Jakarta,4.8,1,2.0
292,restaurant cahaya setiabudi 786 setiabudi,https://food.grab.com/id/id/restaurant/restaurant-cahaya-setiabudi-786-setiabudi-delivery/IDGFSTI0000071a?,Jakarta,4.7,1,2.0
293,nasi goreng menter mangga besar,https://food.grab.com/id/id/restaurant/nasi-goreng-menter-mangga-besar-delivery/6-C3EBGNMUGCLGTX?,Jakarta,4.8,1,2.0
294,fuk kee nasi ayam hainam pasar baru,https://food.grab.com/id/id/restaurant/fuk-kee-nasi-ayam-hainam-pasar-baru-delivery/6-C3K2VYACC3BAWE?,Jakarta,4.7,1,2.0
295,nasi goreng asap by asap group setiabudi,https://food.grab.com/id/id/restaurant/nasi-goreng-asap-by-asap-group-setiabudi-delivery/IDGFSTI00000cob?,Jakarta,4.6,1,82.0
296,seafood aroma laut dan chinese food pasar baru,https://food.grab.com/id/id/restaurant/seafood-aroma-laut-dan-chinese-food-pasar-baru-delivery/6-CY21FABVJ26HBE?,Jakarta,4.7,1,9.0
297,bakmi salemba 43 bungur,https://food.grab.com/id/id/restaurant/bakmi-salemba-43-bungur-delivery/IDGFSTI000009va?,Jakarta,4.8,1,2.0
298,dimsum hagie kebon kacang,https://food.grab.com/id/id/restaurant/dimsum-hagie-kebon-kacang-delivery/6-C2V1EAWKGGD3WE?,Jakarta,4.9,1,83.0
299,imperial kitchen dimsum plaza atrium,https://food.grab.com/id/id/restaurant/imperial-kitchen-dimsum-plaza-atrium-delivery/IDGFSTI00001mse?,Jakarta,4.7,1,2.0
300,dimsum arsyif st sudirman menteng,https://food.grab.com/id/id/restaurant/dimsum-arsyif-st-sudirman-menteng-delivery/6-C24ETAK1AEUTJE?,Jakarta,4.9,1,2.0
301,dimsumx gambir,https://food.grab.com/id/id/restaurant/dimsumx-gambir-delivery/6-C25JNXLTLTCVJX?,Jakarta,4.8,1,2.0
302,bakmi afu pek cham kee petojo selatan,https://food.grab.com/id/id/restaurant/bakmi-afu-pek-cham-kee-petojo-selatan-delivery/6-CZBBATCVAY5VRJ?,Jakarta,4.6,1,2.0
303,madam sichuan citywalk sudirman,https://food.grab.com/id/id/restaurant/madam-sichuan-citywalk-sudirman-delivery/6-C2VBRF6YG8JKR2?,Jakarta,4.5,1,2.0
304,nasi gorengteduh seafood capcay mie gelora,https://food.grab.com/id/id/restaurant/nasi-gorengteduh-seafood-capcay-mie-gelora-delivery/6-C3LJJRB1L4NBTN?,Jakarta,4.2,1,32.0
305,pondok reagan senen,https://food.grab.com/id/id/restaurant/pondok-reagan-senen-delivery/6-CYLFGLAGNFLYSA?,Jakarta,4.4,1,32.0
306,nasi campur kenanga pecenongan kebon kelapa,https://food.grab.com/id/id/restaurant/nasi-campur-kenanga-pecenongan-kebon-kelapa-delivery/6-CYNHR7JHTAXYCX?,Jakarta,4.7,1,2.0
